,rating,rating_title,rating_description,rating_pros,rating_cons
2698,5.0,Wonderful place to work,"Laid back atmosphere great team, leadership was fantastic learned many skills that assisted me in my daily life. The best part of the job was the overtime hours that were offered they were excellent . the parking was wonderful and the co workers were very helpful",Travel,Small car
2699,5.0,Empresa Dinamica e divertida de trabalhar,"Empresa que visa o empregado e o coloca em primeiro lugar. Ambiente agradavel e convidativo para trabalhar. Areas de lazer e descanso, para aqueles dias estressantes.",Refeição da Empresa,Não há.
2700,5.0,productive and fun,"A typical day at google is really hectic. Although you know you work for google, you never know when does the time pass by working all day. Excellent management and amazing co-workers and leaders. Hardest part of the job for me was to adjust my schedule as i was a full time student. the most enjoyable part of the job was the name where I worked itself ""GOOGLE""","all facilities were provided like gym, lunches, dinner, campus etc Google is its own world within a world on earth",Visa sponsorship
2701,5.0,Best place to work,Straight out of college I landed my first job with Google and what a way to begin my career. At Google I worked on various products in various capacities and learnt a lot from it. The work culture is upbeat and management gives you the space to work and ideate.,"free food, good perks, offsites",Monotony in work responsibitlities
2702,5.0,Productive and workflow,Its really good to work at google and i have learnt many thing regarding work at google and its really great opportunity to work at google.,"Free lunches, etc.","Short breaks, healthcare, etc."
2703,1.0,insipiring very motivating  team,Highly  professional. Very organized  . and excellent team members.  good to work with .room for self development and growth .   mutual respect  and support .,short -holiday leave,was lucky did have cons
2704,5.0,Ad Operations specialist,Great experience working with Google and such a fun place to work. And I liked my job and what I was doing at Google. Best company I have ever worked with.,,
2705,5.0,Best company to work for,"Excellent benefits, great culture, internal mobility, and coworkers and the best and brightest in their fields. Senior leadership will continue to make great products and a wonderful workplace",,
2706,4.0,productive and fun work day,Google has been a fun place to work at. It has its perks such as free food and being in a relaxed environment. The pay is good compared to other jobs in the field.,free food,standing for long periods of time
2707,3.0,Adequate workplace,Adequate workplace but definitely tailored to the millennials. It is not a company that offers a good work life balance for someone who has young children or has just started a family.,,
2708,4.0,client to basic need identify.and product avilable,"Highly motivated, Strong work ethics, effective leader, strong communication skill with positive approach & innovate ideas & have an invaluable strength essential to qualify performance on job.",2.00pm,only 1/2 honse
2709,5.0,Everyone is very cooperative and work together well in all aspects of the job and support.,Its a very great company to work for. Very friendly people and very knowledgeable in all areas and phases of the company and products that were delivered.,,
2710,5.0,Overview,Best place to work. Limited stress. Always enjoyed going to work. Created new projects. New ideas of agents were always taken into consideration.,,
2711,5.0,Google Adwords Strategist / CS / QA,"I loved working here. The colleagues and the company are great. YIu receive many benefits. We worked with targets. We had to optimize a certain amount of accounts per month. The target was divided into two aspects. A typical week: optimize 4 accounts per day, answering emails, preparation, administration of the workflow and checking the call and workflow quality of other colleagues. Also you did some cold calling for making the appointments with the customer. Once per month I provided a training on a certain topic. The work itself was a lot of routine. Since every customer has its own story and goals, the work was fun. You really helped customers optimizing their marketing on Google and with that expanding their business. That is really fulfilling.","colleagues, company, opportunities",routine
2712,5.0,Productive and fun environment to work at,Working for premise health at google was like working for your dream job. Great co-workers and clients. I highly recommend this company as they work with you and you come first!,"free lunches, shuttle rides, fun","long hours, breaks not on time"
2713,3.0,Being an operator for Adecco at Google Shopping Express,"Working for Google Express is an opportunity to work at a newly developed business form, same day delivery. It is an interesting experience for anyone who has never been into the delivery field. The work, the people, and the workplace all provides a challenging environment for learning and growth. However, as a business, it does have red tapes, and politics involved. Personal growth still depends on managing a good images throughout the business.. As for life balancing, with a set schedule, planning for life is not a challenging task. On top of that, the schedule is designed such that anyone can still attend college while working full time. It is a plus to work at this establishment. . Overall it is a great job but it is temporary for Google Express contract with Adecco. The duration of the assignment is one to two years. A great start for a college student but not a recommended start for graduate.",,
2714,5.0,A Day A Google Express,"I really loved Google Express. With so many moving parts, this was my time to express myself and really challenge the status quo. Working with cross-functional partners, made sure we were communicating at an exceptional level throughout each business day. .  Mission Statement: Delight our Customer, Manage our Business and lead our Teams.",N/a,N/a
2715,4.0,Empresa dinâmica e Agrádavel,A empresa oferece muitas oportunidade para crescer.. A empresa é dinâmica e atua fortemente no mercado.,,
2716,5.0,only some times  fun is good to generate energy in emplye,for every information google is very advanced futures and also can create employement source in google and microsofts peoples trying know somethig about what they  want to develop there business  by google,,
2717,5.0,positive,"All past employers left a good impression, we parted in good terms. A job is not only about the money and if the colleagues are fine the work experience is also a pleasant one.",,
2718,4.0,fun workplace,"It's great working with Google, friendly environment, shift basis process but now need some changes in terms of my career growth.","meals, cabs, incentives",shifts
2719,5.0,Productive and fun workplace,Great work environment and managers. Working in a developing project that was built from the bottom up. Flexible work hours. Supportive management who helped develop you as a worker. Challenging tasks which are manageable.,,
2720,5.0,Google My Business,Very good brand for learning from google my business to meet different kinds of clints in daily basis.  commpany environment and culuture is excellent,,
2721,5.0,Excellent position,"The team at Google provides clear direction and they provide consistent, valuable performance feedback while dedicating considerable efforts to developing the skills of all team members.",,
2722,4.0,fun working in google,Google business group dhaka has a wonderful office and has a splendid working  environment. . employer is very friendly and flexible.,,
2723,5.0,Worked a marketing project with them when i was a student,Great people to correspond with. Did not really work for the company. Overall a rewarding experience learning from them. Considerate of others and can present great.,Great people,
2724,5.0,Fun place to work in,"a fast paced working environment that is a fun. There are multiple amenities free for use such as pool tables, bowling lanes, swimming pools. Plus working here is great since everyone I deal with has a good sense of professionalism.",Free lunches,the ladder of moving up
2725,4.0,Productive place to work,Typical work place that is driven by data. Overall it is a nice place to work. Not much room for development unless you are in a leadership role.,Campus perks,Short lunches and labor intensive
2726,4.0,Good,"Daily work is Adwords campaign setup & optimization (Search Campaign, Display Network Campaign, Re-Marketing Campaign, Dynamic Search Campaign, Call Only Campaign & Video Campaign)",,
2727,4.0,Excellent,working with Google was really a good experience i can share with my friends. Co-workers were good. Work culture was good. Achievable   Goals.,"Free food, transport",lack of proper management
2728,5.0,Best places to work,"Good work environment, good to learn, management, coworkers and most enjoyable work. The best places to work in 2015 NY",,
2729,3.0,At your own Risk,"I would just say this be very aware that, no job is promised and with google. They can end your job as quick as they hired you. LAY OFF",,
2730,5.0,Everyone is very cooperative and work together well in all aspects of the job and support.,Its a very great company to work for. Very friendly people and very knowledgeable in all areas and phases of the company and products that were delivered.,,
2731,3.0,productive workplace,this is a fast paced environment with a great deal of employees. about 140 employees work for the company. its a warehouse environment. the one on one interaction with employees and some management is questionable.,fast paced,"short breaks and lunches, questionable management strategy"
2732,4.0,Company Environment is Good,"Excellent,work envirnomen is ecxellent,can leran many things, has biggest market capitalization,it is one of the company in FORBES magazine,",,
2733,4.0,Great place to work,"Google is a great place to work. The culture here is unlike any other. You're encouraged to be creative, and that in turn is infectious because it motivates employees to give it their all. There are great perks around the main campus - the main one being free food. But it's nice to take a break and go play volleyball or take a ride down one of the slides.","Free lunch, concerts, talks, random perks",
2734,5.0,Great place for work,"Business development across various Google monetization solutions for publishers, networks, ad sales. house and mobile developers:. ● Mobile monetization solution: AdMob. ● Ad-serving (Doubleclick For Publishers SB, Premium). ● Google Adsense, DoubleClick Ad Exchange (SSP solution). Leading pre-sales activities in the EMEA region, proactively reaching and pitching app developers and. publishers in the region in order to create new partnership opportunities.. Prospecting for new partners, establishing trusted relationships and developing a thorough understanding. of client’s business challenges for web and mobile",,
2735,2.0,Greedy company,"Took over my life. No time for anything, underpaid for 12 hour days. heavy work. no benefits. You would have to walk around egg shells with them to avoid getting fired.",,
2736,4.0,Had an interesting time,Great place to work if you are a software engineer. Just like any other large company if you are not. The benefits are great but don't make up for some of the poor management practices.,,
2737,5.0,Productive and fun work place,"Fun Work place with highly supportive management. Not all about the numbers but how I have personally grown and developed myself as a professional and as well as an individual. Decent amount of red tape and politics, but this is expected of a big company.","Great work environment, Free food",
2738,4.0,Amazing place to work as we work at client location,"Amazing place to work, and as a lead i have learnt a lot and the growth has been amazing. I am on third party rolls so no job satisfaction.",very lively work place,no job security as third party
2739,5.0,Muy divertido y aprendi mucho,"Geolocalizar todos los negocios de durango asi como los centros turisticos del mismo, conocer diferentes perzonalidades del estado asi como grandes compañeros de trabajo",Aprender de la empresa,Se acavo el trabajo
2740,5.0,nice atmosphere,working as an Online Strategist. getting food. shift is like Monday to Saturday 9;30 to 6;30 . very good company for working. learning online work with google. management is too good. hard part is working on Saturday . most enjoyBal part is to know aBout Google,yes,Saturday working
2741,5.0,Good place to work,"Gives freedom to work and there is No dress code.. Performance is rewarded,can takes breaks at any time,exciting projects.Work only 4 days a week.",Free lunch and Transport provided.,
2742,5.0,Workplace is great; amazing perks,"Co workers are great,everyone is friendly, welcoming. If you ever have a question you don't have to hesitate about asking for help.","Free lunch, gym, laundry.",
2743,3.0,Google,It's changing a lot and loosing some of it's uniqueness. . It still remains one of the greatest companies to work for though!,,hard to progress and be promoted! Too much politics going on in the office!
2744,5.0,Good place to work and transportation and food are provided.,Schedule is from 9 - 5PM.. Run assigned test cases.. Group is too busy to social.. Jobs that not too hard.. Find bugs and report them.,Free lunches,No benefits
2745,5.0,I worked on client basis,my payroll was diff so the perks were less else its awesome and nothing much to say cause everyone knows about it.for furthur information you can check the Glassdoor shall know,,
2746,5.0,This is a temp remote job,I love the freedom that it gives me to work remotely.  The job itself is very interesting because it allows me to see how search results are generated.  The job is very automated. I do not have any live contact with Google. Any questions go thru my temp agency.,,
2747,5.0,Productive and Fun Workplace,I loved working at Google. Ton of responsibility and lots of opportunity to take on new projects and challenges. Smart colleagues who push you to be your best!,,
2748,5.0,Was een hele leuke baan en je verdiende bakken met geld,"Zoals ik al zei het was echt een hele leuke baan, je kon het vanaf je eigen huis doen en het verdiende GOED.",Heel veel geld,Hele stricte regels
2749,4.0,Empresa adecco(google maps) e agradavel,"São realmente as pessoas que fazem do Google o tipo de empresa que ele é. Contrata pessoas que são inteligentes e determinadas, e preferi  a capacidade em vez da experiência.muito boa de trabalhar.",,
2750,1.0,Not the best,Took a huge pay cut throughout company which made a lot of people leave the team. Call center was the worse. They would be from other states in the country so they wouldn't understand the traffic patterns around this area and would get frustrated with the couriers when we wouldn't get to certain places at certain times.,,
2751,5.0,Everyone is very cooperative and work together well in all aspects of the job and support.,Its a very great company to work for. Very friendly people and very knowledgeable in all areas and phases of the company and products that were delivered.,,
2752,4.0,Accelerated start up environment with Google branding,Constant iteration of processes to perfect the process of same day delivery. Fast paced environment and constantly learning as you go.,"Free food, google perks",
2753,4.0,Good job,"It was an enjoyable workplace with many young, intelligent minds. My co-workers were all passionate and capable people and the work was enjoyable. Cannot discuss further, thank you.",,
2754,3.0,Repetitive but good ambiance,"Receiving listing, reviewing if everything is correct following a workflow then going to the next one. Collegues are nice, free food who helps, unfortunately works can be repetititve",free lunches,Repetitive
2755,4.0,Good place to work,"	Reporting and tracking the visual quality and content accuracy of Google advertisements. 	Using an online tool to examine advertising-related data of different kinds and provide feedback and analysis to Google. 	Examining and analyzing text, Web pages, images, and other kinds of information",,
2756,4.0,Work long hours,Lots of Fun but your work crazy hours.  Lots of benefits but promotion is really hard for anyone with a family that needs to balance life vs work committments,Fun,Promo is like running for office
2757,5.0,"Amazing Workplace , Amazing People","The hardest part of the job was being a consultant and being the only one on the team to create the application. Everything else I loved about the job, the perks, the people, the culture. I would work for Google over anywhere.",,
2758,4.0,productive environment with much opportunity to learn,"Great place to work, many opportunities to learn new skills. Performance is rewarded..  Co-workers were helpful and willing to pitch in to improve the work and resolve issues.",,
2759,4.0,Good to develop interpersnal skills,Takes good care about Employee.. Can maintain Good Life balance.  we can maintain good work and life balance. easy to adapt. makes flexible with work. maintains work environment good,"Free Food, Free Cab, Good Culture",No salary Expectations
2760,3.0,Don't be a Google Maps GIS Surveyor,"There is a strong divide between working as a contractor for Google vs being an employee. It was like being at the fence of the garden of Eden, looking in at happy Googlers, while sitting just out of reach. Being a Google employee, a ""white badger"", is great. Being a contractor (or TVC as Google calls us) can range from honestly very great, to terrible. If you're a developer who is a contractor, or a manager, life is pretty good. But if you're a worker bee, it's rough. The maps people possibly have the worst of it..  The Google divide is becomes quickly, starkly obvious just after starting. There is no health insurance, and no paid time off when working as a Google Maps surveyor (or any TVC). Traveling extensively, often no where interesting, and staying over the weekend with no option to return home for weeks at a time made this job very hard for me, especially because I have a family. Vacations, even short ones, where highly detrimental to putting food on the table and paying rent..  Google gave me a corporate credit card to pay for daily meals, which was good. BUT the card was heavily micromanaged with daily and weekly reports due for its use. Even though it had a daily expenditure cap. But I was never allowed to gain points for purchases, while my managers quickly become diamond Hilton members making reservations for me... A very clear double standard. You are also expected to enter business spaces and survey but without permission from business and business owners, which didn't sit well with me. .  It was also falsely advertised as 50-75% travel, but was actually closer - more...",Free food,"dangerous, zero growth, time away from home, no benefits"
2761,5.0,Great Place to work,"Best phrase I have ever heard about a company ""shooting for the moon,"" changing the world, and giving back. You feel constantly inspired and excited by being around them.",,
2762,5.0,Best Employer in USA,"Great place to work. No stress, very relaxed culture, amazing perks, high quality employees. Flexible work schedule, might be harder to advance.",,
2763,5.0,Conducive enviornment for productivity,"Google is the best place to work. At Google, we were given freedom to think and be creative and come up with ideas and work on them....also to work with counterparts in different locations of the world. I;'ve learned to discipline myself regarding punctuality and setting breaks within the day and also to reach targets at the end of the day since there will not be a manager on the floor to literally monitor you...",to work in a free enviornment....also of course lunches and snacks free,too much freedom
2764,3.0,Not a bad place to work.,Needs a little more structure in the work place. Good environment to work in. Have the ability to gain knowledge and experience.,,
2765,3.0,Bueno si lo tuyo es la creatividad,"El puesto de partner de youtube es bueno siempre y cuando seas constante y tengas temas interesantes que estén en común con el consumo actual, para que más usuarios lo vean se suscriban y de esa manera ganar más dinero, sin embargo no todos tienen éxito, es bueno siempre y cuando dediques a lleno tu tiempo para producir los videos",Ganas popularidad masiva haciendo lo que te gusta,Se requiere ser demasiado perseverante y paciente e invertirle muchas horas
2766,5.0,Its the place to be,Google is a great place to work. It provides the enviroment to grow both personally and professionally. An employee learns and grows with the organisation. .There is a lot of independance of thought and empowerment.,Work environment,none
2767,4.0,Great culture,Google has a great culture and environment.. -Great teamwork. -Work life balance. -Strong management. -Project focused. -Great food,,
2768,5.0,Empresa com ótimo ambiente de Trabalho,"Funcionários com visão de futuro e flexíveis no trabalho. Ambiente de trabalho flexível, horários flexíveis, dinâmico e de fácil comunicação.",Alimentação excelente,Contrato Temporário sem chance de efetivar
2769,4.0,a pretty good company,it was a great place to work for but they dont want to keep people around long term which i think its not fair.  i had a great time meeting new people,free gourmet food,
2770,3.0,Fun,Helped me learn to work independently but was also very supportive and attentive in training me to succeed in store on a day to day basis.,,
2771,4.0,Day to day review tasks,"During my time at Google I have learned many valuable skills such as working with Google Drive, Spreadsheets and cross-trained within different platforms. I have had the opportunity to train new hires, as well as create docs used on a daily basis. My team is very bright and fun, and we have a very positive team dynamic. I have been in my current role for almost a year. Although I've learned immensely, I want to grow and progress further. With that being said, I feel as if I have learned all I could and excelled in this role, and I'd like to implement the skills learned here, as well as continue being challenged.",Relaxed environment,"No room for growth, monotonous, recent change in management"
2772,5.0,Everyone is very cooperative and work together well in all aspects of the job and support.,Its a very great company to work for. Very friendly people and very knowledgeable in all areas and phases of the company and products that were delivered.,,
2773,5.0,Productive and fast paced workplace with a ping pong table,"Prior to joining the project, I knew just the basic functions of excel. Now I'm able to pull multiple spreadsheets together and pivot data to display graphs. In the short amount of time on the project, I've become well versed in their purchase order system. I learned to work both autonomously and collaboratively with other functioning teams to launch projects. My peers are always willing to provide assistance. If my peers cannot help, the least they would do is point me in the right direction. The hardest part of the job is the amount of work everyday. Since it is a startup project with an ever-growing demand for its service, it is not an easy task to stay on top of all the projects. The most enjoyable part of the job is collaborating with various teams and see the successful launches of our projects.","Free food, great networking, reinforce knowledge of excel","Long hours, work/life balance"
2774,1.0,Not what I expected or had read about,"Fantastic job, fantastic project, fantastic people... management and leadership were sorely lacking. The move to California left many people in the lurch. Contractors were not offered positions there even though their jobs were needed.","Fantastic job, fantastic project, fantastic people","Inferior management, lack of leadership, contractors treated poorly"
2775,5.0,Great Opportunities,"Fantastic company to work for. Obviously great salary, perks, benefits, office culture, office environment. Opportunities for hard workers/ self starters, opportunities to move between teams/ job functions. innovative and challenging colleagues.",,
2776,5.0,The best Company so far,Can't put any words to describe my past company. It's the best one. My co-workers were awesome. I never felt hard working over there. Working in the campus is the best thing ever,,
2777,4.0,Fun workplace,It was a great experience i valued everything about it. I am willing to look for another retail job to help out my family and to become independent.,free lunches,short hours
2778,3.0,Good working atmosphere and supportive management,"Supportive collegues and good management, i learn all about store handling during my experience with google enterprices ,",free coffees and transportation,long jours
2779,5.0,Extremely fun workplace where everyone looks out for one another.,A typical day at work involved working with existing clientele as well as designing advertisements to attract new clientele. I learned new techniques and skills to make the job easier every day. I am a quick learner so once I was taught a skill I could put it into practical use right away.,,
2780,5.0,Great,"Good Management, Open culture , great workforce with projects and work that provides challenges to ensure you rarely get bored or have the same day.",,
2781,4.0,It use to be fun,"Starting out I loved going to work everyday but as time went on it became stressful and i begin dreading going to work. Changes and manuals came after 4 moths being there hours begin to decrease drastically to the point where one day your schedule said 40 hours and within a day you receive a email stating that you would only be getting 25 due to a lack of work and sometimes even 12 or 15 hours a week..  A typical day at work was meeting up with my driver at a staging location provided by dispatch the night before, clock in to receive a route. Drive to the stores and meet up with the store dispatcher to pick up packages then begin route to addresses whee customers lived or worked to deliver packages, after the route finished and we had no more packages left we would drive back to our designate location and either take lunch or if it was ht end of the shift clock out and go home.","I got to see a lot of different places in NYC that i never knew existed, met people that became really great friends.","unorganized, not enough team meetings, not enough hours"
2782,5.0,Extremely positive working environement and phenomenal  staff,"To be honest, I can only divulge minimal information due to my confidentiality agreement which is still in effect..  Working as a Google maps driver has it’s ups and downs, but the staff is nothing short of phenomenal.  They’re easy to work with and they epitomize the term, “you get what you put in”. .  The hardest part was dealing was the overzealous public and the easiest was traveling the United States.",Traveling,Overzealous public
2783,2.0,New fiber optic Internet and TV provider,"cons: Inconsistent scheduling, poor work/life balance, works outside in harsh weather conditions, management needs improvement, no commission, no consecutive days off, unorganized.  pros: great co-workers, free snacks (sometimes), flexible vacation time, hourly pay",,
2784,4.0,Great work from home opportunity,"This job allows you to work from home at your convenience. The hours are flexible as long as you commit to a minimum of 10 hours per week and a maximum of 20. You are an independent contractor, therefore you don't receive employee benefits which is expected. Overall, this is a wonderful job if you have children, like to travel or are in need of additional income.","Flexible hours, work from home","No employee benefits, which is expected with contracting"
2785,5.0,Google is so cool.,"I was not a google employee but a vendor. It was just a cool place to start your career. And a lot of fun people to work with..  I worked there as a full-time employee, which starts from 10 in the morning to 6 in the afternoon..  Our job scope is to help validates its database by doing a lot of searching on the internet. Basically just the data within Google universe and the data in real world.",,
2786,5.0,laid back atmosphere,"Google has streamlined the fiber installation process with a focus on exceptional customer service,providing a quality product and service",installation process,lack of workload
2787,4.0,One of the best places to work,"One of the best companies to work, Good and friendly environment at work..  -Amazing place to work.. -Highly sophisticated infrastructure.. -Extra parks for performers.. -No partiality at work.. -Employee oriented company.",free food & transportation,Vendorship
2788,4.0,Exciting company to work for with unlimited potential,Google has provided me with a platform to make creative and beautiful websites for it's publishers. It also has given me the ability to provide fresh content and designs for my clients on a regular basis.,Free range to create websites from any domain,Customer support is a little slow with responses
2789,5.0,Google,"I love it, I work by myself by documenting my task and work assignments through a ticketing system. Great healthy food for the googlers, I was a contractor but I can receive the same perks as a full time googler. I love troubleshooting situations to help out a fellow googler or a new person coming into the office which means a Noogler.","free lunches, no timecards, take a break when you can","working alone, no team other then working through google hangouts"
2790,5.0,Its a great learning experience.,Every day its a new challenge which is seen as a scope of learning new things.Work atmosphere is something people cherish.,,
2791,5.0,"Productive, fun, and innovative company to work for.","While managing several of Google's existing projects in the Southeast, I have had the privilege to work with a diverse team of individuals.  The projects themselves were innovative, unique, and technologically challenging.","Travel, Corporate per diem",excessive travel
2792,1.0,If you can handle a migraine for 8 hrs a day!  (Cold calling)+,"Its a very fun work place solely because of the awesome co-works , however the work you do is absolutely draining, this company has no training whatsoever, they have you shadow people who've barley even started. Its all mentally exhausting, you're cold calling, talking to business owners who get this phone call literally 10 times a day, so by the time you reach them they're irritated an annoyed . You're lucky if they hang up on you mid pitch, otherwise they'll verbally abuse you over the phone. The management isn't the greatest here either, maybe because its a new-ish company . The guy who's supposed to oversea the entire sales floor is only concerned on your Talk Time and Call Numbers ; YES you have a minimum # of calls you have to make by the end of the day. 90 calls 2:30 hrs of talk time, Sounds easy right? Except for the fact that half of the # you dial are blocked and everyone hangs up on you. So if you can handle a migraine for 8 hours a day, 5 days a week than this is the Job for you!","free breakfast on Wednesdays, incentitives, off at 3:30","Terrable pay, Lack of training"
2793,5.0,Everyone is very cooperative and work together well in all aspects of the job and support.,Its a very great company to work for. Very friendly people and very knowledgeable in all areas and phases of the company and products that were delivered.,,
2794,4.0,A Place which teaches you the real market,A Place which teaches you the real market and its value. Amazing work and life balance along with all benefits an employee can have,,
2795,5.0,Awesome Google!,"My experience at Google was a really great one. Apart from learning how to work in a MNC, I also learned how to balance my life and work at the same time. Google made sure that none of its employees were under any kind of pressure. Work was limited only to workplace and no one had to do any homework. This was a very beneficial point for everyone. Google taught me how to be a leader and an organizer. The events there were a lot of fun, getting everyone to interact and participate. It also let the employees organize the events. It was a stress free experience.","Free food, bunker beds for the sick, free cab rides",None!
2796,5.0,fun workplace with everything you would need.,Logistics and create new ideas for Google shopping customers.. Improve product feature by providing partner feedback to internal cross-functional teams including product management and engineering.,,
2797,5.0,Great,It was great working at good. Good food. Good people. Great atmosphere. Couldnt have been happier. Really enjoyed talked to all the googlers and picking there brains.,,
2798,4.0,Environnement de travail agréable,Bonnes opportunités de développement. Collaborateurs sympathiques,,
2799,5.0,management,"I enjoy my work duties responsibilities, and no hardest part of my job. i have more learned about my work .like, if how to communacate  and relation to the customer.",,
2800,4.0,"worldclass working environment, no pressure, free atmosphere","free work culture, no targets, no pressure, transport facilities free, food free, job security 100%,. it can never be  typical day of work in google always learned a new and different things. I am from commerce background but managed to work in technical field in google earth and google maps, Trainers and top level managers really professional and easy going with their employees. about Coworkers friendly, helpful, cooperative.. working in google never has any hard part","free trnsport, lunch, dinner, unlimited cafeteria usage, CCD in the floor","no long hours, logging inn in time, logging out in time"
2801,2.0,Great place to work if quotas weren't an issue,"Go in sit at assigned station, proceed to start dialing making sales calls one after another selling ad space over phone across the country while being critiqued by management. Co workers were great!",Sales bonus,Very short window for making quota
2802,4.0,"Move fast, work hard","Dynamic environment with extremely high goals and objectives.  Cross-functional work on a daily basis, requiring in-depth overall program knowledge.","Learning environment, free food",healthcare options poor
2803,5.0,Sales & Marketing Manager,"Analysing the market, creating day plan for self and team. Work assignment and time management along with teamwork is what I got to learn from this company. Colleagues all were helpful and use to work hard along with me. The hardest part of the job was co-ordination with the internal team but was manageable.","Team work, timely delivery, hard work and good exposure",Internal team management
2804,3.0,challenging position,"To acquire a challenging position in an organization, to put my skill-set to use, enhance my knowledge and contribute to the development and growth of that organization",,
2805,5.0,Google Summer of Code,"First of all it’s an amazing experience of being able to be part of a qualitative project which certainly has a big impact not only on the research community but also on the society. Also in my case being in a Graduate Program there are lots of barrier to participate in an internship as physically relocation not possible leaving the research lab, but Google Summer of Code gave me the opportunity to experience and accomplish something more parallel with my Gradate school life.",,
2806,5.0,Great Culture,"I really admire the culture at Google, very friendly and always willing to help out a colleague when needed.This really goes to show how the culture is very well rounded and open minded to new ethnicity and not shy away.","Free Food, Free Gym, Laundry Services, Bikes to ride around, Wellness",Contract which don't allow you to get hired on.
2807,5.0,Efficient and balanced work environment,"There's enough to learn in this role, and the support doesn't go unnoticed. There are many different avenues to grow into, and you're never limited with new opportunity.",,
2808,3.0,Not as great as it sounds,"Working at Google sounds like one of the best jobs you could find, but it really isn't as great as some might imagine. Your day consists of sitting at a desk for 8 hours a day doing the same monotonous job all day and every day. The good thing was that you are able to listen to music or watch films while you work but you have to reach an awfully high quota every day. Our managers want to call us a team, but you do not get that sense of team when everyone is too busy working on their computers trying to reach their quotas. It can be very stressing and I always tried to relieve my stress by going to the weight room or playing basketball during my lunch break.. You must learn to grind and find ways to motivate yourself to do such a job, but at least the management is kind and very supporting.","Free Lunches, Free health club, Free laundry","Extremely high quota, no sense of team when everyone is pressured to reach quota"
2809,5.0,quality,"Testing and characterization of  Google X product from engineering prototypes to matured products. Responsible for providing imaginative, practical, and comprehensive support for next-generation. Perform Instron Mechanical¬ and Electrical Test, Surface Durability Test, Environmental Test, Chemical Test.",,
2810,5.0,"Workplace with wonderful facilities, and excellent benefits.","The workplace had wonderful facilities, and excellent benefits for its employees. The people I had worked with were nice, and it was a great opportunity to work with them.",,
2811,5.0,Productive and fun place to work.,"New challenges, Time management & Team contribution for completing the project, Professional ethics, lively and knowledgeable colleagues.",,
2812,4.0,condicones mejorables para no residente en EEUU,"los ingresos son muy variables dependiendo del volumen de trabajo que ofrezcan, haciendo dificil poder tener unos ingresos consantes. Tardan muchisimo en pagar, y es facil que sin motivo realmente claro puedan restringir el volumen de trabajo. La unica opcion es darse de alta como autonomo par apoder cotizar. . El trabajo es interesante y en continuo cambio.",autonomia relativa,"volumen de trabajo a veces casi nulo, cotizaciones y criterios de valoracion"
2813,5.0,Great Work,"This job allows me to make my own schedule and work when needed, making work and home life very easy. Some Managers are very understanding and laid back and other could care less about what a worker has to say.",make my own schedule,traveling to the same place weekly
2814,5.0,Everyone is very cooperative and work together well in all aspects of the job and support.,Its a very great company to work for. Very friendly people and very knowledgeable in all areas and phases of the company and products that were delivered.,,
2815,5.0,Project is very interesting,I almost perform the testing. I learned a lot of technical things. The management is very good. My co-workers is excellent. The hardest part of the job is troubleshooting. The most enjoyable part of the job is testing,,
2816,5.0,Great place to work,"Google is a great to place to work at any point in your career. Great benefits, very nice colleagues and lots of opportunities for growth.",,
2817,4.0,really good management,"such a nice company with an amazing corporate culture, a lot of possibility to grow up inside the company",,
2818,5.0,Very Good,"A very good company to work for, i was a subcontractor for Zero Chaos, the job was wonderful and the management staff great communicators.",,
2819,5.0,My Experience at Google,"My experience at Google summed up in one word would be ""unforgettable"". The opportunity of working in such a successful, prestigious company was a real privilege. A typical work day involved waking up early, catching the morning shuttle, enjoying a nice ride to work with comfortable seats and wifi, after arriving at my destination I would quickly go to the cafe nearest to me and grab some breakfast and coffee, then head over to my desk to check emails, and start working on my production. My co-workers were always very friendly and outgoing. We would all interact about our job and share insight or give advice to one another on how to improve. I've learned how important it is to ask for feedback on work in order to improve as well as give something back to the team. The hardest part of my job was completing the production in a timely manner but my favorite part was when it was finally accomplished at the end of the week. Overall great place to work!","Great People!, Great Atmosphere!",Late Buses
2820,5.0,Na,Great company to for with great benefit. I planning achieve than just more any thing further skills in the field. I recommended any is greatest to work.,,
2821,5.0,I did the internship with Google and this was a giant step to the IT business,"I did the internship with Google and this was a giant step to the IT business, over there I learned how to build PC and laptop.",,
2822,2.0,Upselling Google product in Adwords account,"I was in a process of upselling the existing Google clients on their adwords account.  every day used to be a typical day at work because the responsibility was very high as google's 98% of income is from our process. I learned how to tackle clients in a professional manner and not just to maintain them in our business but also keep them always highly motivated. there was a mixed management and frankly speaking there was huge confusion of hierarchy. example for leave we had to contact our HR person, for incentive one manager, for process clarification training person, for escalation floor walker etc.  Indeed my co-workers are fine people to work with.  the hardest part of job is to be on one single call for more than 50 mins, however most enjoyable part was also the same as the customers used to be very interactive and professional.  overall the experience was good, however I decided to for forward in my career on the finance domain i selected.  And hence i decided to do SAP and explore my innovative thoughts in SAP industry.","free lunch, free juice, breakfast, many more..",short
